event_id,match_nr,fighter1_url,fighter1_name,fighter2_url,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,referee,round,time
195,5,/fighter/Justin-Ledet-72052,Justin Ledet,/fighter/Mark-Godbeer-54637,Mark Godbeer,win,loss,Submission,Rear-Naked Choke,Marc Goddard,1,02:16
195,4,/fighter/Zak-Cummings-31808,Zak Cummings,/fighter/Alexander-Yakovlev-10846,Alexander Yakovlev,win,loss,Submission,Straight Armbar,Leon Roberts,2,04:02
195,3,/fighter/Marion-Reneau-61266,Marion Reneau,/fighter/Milana-Dudieva-43885,Milana Dudieva,win,loss,TKO,Punches and Elbows,Grant Waterman,3,03:03
195,2,/fighter/Brett-Johns-92891,Brett Johns,/fighter/Kwan-Ho-Kwak-156471,Kwan Ho Kwak,win,loss,Decision,Unanimous,Rich Mitchell,3,05:00
195,1,/fighter/Abdul-Razak-Alhassan-151701,Abdul Razak Alhassan,/fighter/Charlie-Ward-163615,Charlie Ward,win,loss,KO,Punch,Marc Goddard,1,00:53
196,12,/fighter/Conor-McGregor-29688,Conor McGregor,/fighter/Eddie-Alvarez-9265,Eddie Alvarez,win,loss, TKO,Punches, John McCarthy,2, 3:04
196,11,/fighter/Tyron-Woodley-42605,Tyron Woodley,/fighter/Stephen-Thompson-59608,Stephen Thompson,draw,draw,Draw,Majority,Dan Miragliotta,5,05:00
196,10,/fighter/Joanna-Jedrzejczyk-101411,Joanna Jedrzejczyk,/fighter/Karolina-Kowalkiewicz-101401,Karolina Kowalkiewicz,win,loss,Decision,Unanimous,Keith Peterson,5,05:00
196,8,/fighter/Yoel-Romero-60762,Yoel Romero,/fighter/Chris-Weidman-42804,Chris Weidman,win,loss,KO,Flying Knee,Mario Yamasaki,3,00:24
196,7,/fighter/Raquel-Pennington-75564,Raquel Pennington,/fighter/Miesha-Tate-26252,Miesha Tate,win,loss,Decision,Unanimous,Dan Miragliotta,3,05:00
196,6,/fighter/Frankie-Edgar-14204,Frankie Edgar,/fighter/Jeremy-Stephens-12179,Jeremy Stephens,win,loss,Decision,Unanimous,Keith Peterson,3,05:00
196,5,/fighter/Khabib-Nurmagomedov-56035,Khabib Nurmagomedov,/fighter/Michael-Johnson-68788,Michael Johnson,win,loss,Submission,Kimura,John McCarthy,3,02:31
196,4,/fighter/Tim-Boetsch-19544,Tim Boetsch,/fighter/Rafael-Natal-13968,Rafael Natal,win,loss,KO,Punches,Dan Miragliotta,1,03:22
196,3,/fighter/Vicente-Luque-66474,Vicente Luque,/fighter/Belal-Muhammad-108315,Belal Muhammad,win,loss,KO,Punches,John McCarthy,1,01:19
196,2,/fighter/Jim-Miller-14463,Jim Miller,/fighter/Thiago-Alves-5998,Thiago Alves,win,loss,Decision,Unanimous,Keith Peterson,3,05:00
196,1,/fighter/Liz-Carmouche-67007,Liz Carmouche,/fighter/Katlyn-Chookagian-119071,Katlyn Chookagian,win,loss,Decision,Split,Mario Yamasaki,3,05:00
197,13,/fighter/Tony-Ferguson-31239,Tony Ferguson,/fighter/Rafael-dos-Anjos-11675,Rafael dos Anjos,win,loss, Decision,Unanimous, Herb Dean,5, 5:00
197,12,/fighter/Diego-Sanchez-4824,Diego Sanchez,/fighter/Marcin-Held-47065,Marcin Held,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
197,11,/fighter/Ricardo-Lamas-32051,Ricardo Lamas,/fighter/Charles-Oliveira-30300,Charles Oliveira,win,loss,Submission,Guillotine Choke,Jerin Valel,2,02:13
197,10,/fighter/Martin-Bravo-99699,Martin Bravo,/fighter/Claudio-Puelles-105897,Claudio Puelles,win,loss,TKO,Punches,Keith Peterson,2,01:55
197,9,/fighter/Beneil-Dariush-56583,Beneil Dariush,/fighter/Rashid-Magomedov-41524,Rashid Magomedov,win,loss,Decision,Unanimous,Herb Dean,3,05:00
197,8,/fighter/Alexa-Grasso-142845,Alexa Grasso,/fighter/Heather-Clark-67132,Heather Clark,win,loss,Decision,Unanimous,Keith Peterson,3,05:00
197,7,/fighter/Erik-Perez-35509,Erik Perez,/fighter/Felipe-Arantes-31372,Felipe Arantes,win,loss,Decision,Split,Mario Yamasaki,3,05:00
197,6,/fighter/Joe-Soto-17004,Joe Soto,/fighter/Marco-Beltran-40285,Marco Beltran,win,loss,Submission,Heel Hook,Miguel Jimenez,1,01:37
197,5,/fighter/Max-Griffin-53904,Max Griffin,/fighter/Erick-Montano-40308,Erick Montano,win,loss,TKO,Punches,Jerin Valel,1,00:54
197,4,/fighter/Douglas-Silva-de-Andrade-87981,Douglas Silva de Andrade,/fighter/Enrique-Briones-20939,Enrique Briones,win,loss,TKO,Spinning Back Fist,Keith Peterson,3,02:33
197,3,/fighter/Sam-Alvey-35410,Sam Alvey,/fighter/Alex-Nicholson-121077,Alex Nicholson,win,loss,Decision,Unanimous,Herb Dean,3,05:00
197,2,/fighter/Marco-Polo-Reyes-114125,Marco Polo Reyes,/fighter/Jason-Novelli-18136,Jason Novelli,win,loss,Decision,Split,Mario Yamasaki,3,05:00
197,1,/fighter/Enrique-Barzola-129351,Enrique Barzola,/fighter/Chris-Avila-155641,Chris Avila,win,loss,Decision,Unanimous,Miguel Jimenez,3,05:00
198,11,/fighter/Michael-Bisping-10196,Michael Bisping,/fighter/Dan-Henderson-195,Dan Henderson,win,loss, Decision,Unanimous, Yves Lavigne,5, 5:00
198,10,/fighter/Gegard-Mousasi-7466,Gegard Mousasi,/fighter/Vitor-Belfort-156,Vitor Belfort,win,loss,TKO,Punches,Marc Goddard,2,02:43
198,9,/fighter/Jimi-Manuwa-37528,Jimi Manuwa,/fighter/Ovince-St-Preux-38842,Ovince St. Preux,win,loss,KO,Punches,Leon Roberts,2,02:38
198,8,/fighter/Stefan-Struve-15063,Stefan Struve,/fighter/Daniel-Omielanczuk-54303,Daniel Omielanczuk,win,loss,Submission,Brabo Choke,Kevin Sataki,2,01:41
198,7,/fighter/Mirsad-Bektic-59766,Mirsad Bektic,/fighter/Russell-Doane-30054,Russell Doane,win,loss,Submission,Rear-Naked Choke,Yves Lavigne,1,04:22
198,6,/fighter/Iuri-Alcantara-16129,Iuri Alcantara,/fighter/Brad-Pickett-11743,Brad Pickett,win,loss,Submission,Triangle Choke,Marc Goddard,1,01:59
198,5,/fighter/Damian-Stasiak-86920,Damian Stasiak,/fighter/Davey-Grant-30564,Davey Grant,win,loss,Submission,Armbar,Kevin Sataki,3,03:56
198,4,/fighter/Leon-Edwards-62665,Leon Edwards,/fighter/Albert-Tumenov-60198,Albert Tumenov,win,loss,Submission,Rear-Naked Choke,Yves Lavigne,3,03:01
198,3,/fighter/Marc-Diakiese-111545,Marc Diakiese,/fighter/Lukasz-Sajewski-31110,Lukasz Sajewski,win,loss,TKO,Knees and Punches,Leon Roberts,2,04:40
198,2,/fighter/Mike-Perry-176179,Mike Perry,/fighter/Danny-Roberts-64677,Danny Roberts,win,loss,KO,Knee and Punches,Marc Goddard,3,04:40
198,1,/fighter/Leonardo-Santos-4810,Leonardo Santos,/fighter/Adriano-Martins-9907,Adriano Martins,win,loss,Decision,Split,Kevin Sataki,3,05:00
199,12,/fighter/John-Lineker-41906,John Lineker,/fighter/John-Dodson-11660,John Dodson,win,loss, Decision,Split, John McCarthy,5, 5:00
199,11,/fighter/Alex-Oliveira-110143,Alex Oliveira,/fighter/Will-Brooks-76241,Will Brooks,win,loss,KO,Punches,Herb Dean,3,03:30
199,10,/fighter/Zak-Ottow-100359,Zak Ottow,/fighter/Joshua-Burkman-10003,Joshua Burkman,win,loss,Decision,Split,John McCarthy,3,05:00
199,9,/fighter/Brandon-Moreno-80173,Brandon Moreno,/fighter/Louis-Smolka-64792,Louis Smolka,win,loss,Submission,Guillotine Choke,Dan Miragliotta,1,02:23
199,8,/fighter/Henrique-da-Silva-175493,Henrique da Silva,/fighter/Joachim-Christensen-31777,Joachim Christensen,win,loss,Submission,Armbar,John McCarthy,2,04:43
199,7,/fighter/Andre-Fili-58385,Andre Fili,/fighter/Hacran-Dias-19789,Hacran Dias,win,loss,Decision,Unanimous,Dan Miragliotta,3,05:00
199,6,/fighter/Shamil-Abdurakhimov-26808,Shamil Abdurakhimov,/fighter/Walt-Harris-72046,Walt Harris,win,loss,Decision,Split,Herb Dean,3,05:00
199,5,/fighter/Elizeu-Zaleski-dos-Santos-63825,Elizeu Zaleski dos Santos,/fighter/Keita-Nakamura-9572,Keita Nakamura,win,loss,Decision,Unanimous,Dave Hagen,3,05:00
199,4,/fighter/Nate-Marquardt-1712,Nate Marquardt,/fighter/Tamdan-McCrory-16470,Tamdan McCrory,win,loss,KO,Punch and Head Kick,John McCarthy,2,04:44
199,3,/fighter/Ion-Cutelaba-101427,Ion Cutelaba,/fighter/Jonathan-Wilson-108571,Jonathan Wilson,win,loss,Decision,Unanimous,Herb Dean,3,05:00
199,2,/fighter/Curtis-Blaydes-172939,Curtis Blaydes,/fighter/Cody-East-33359,Cody East,win,loss,TKO,Elbows,Dave Hagen,2,02:02
199,1,/fighter/Ketlen-Vieira-178961,Ketlen Vieira,/fighter/Kelly-Faszholz-117453,Kelly Faszholz,win,loss,Decision,Split,Dan Miragliotta,3,05:00
200,13,/fighter/Cristiane-Justino-14477,Cristiane Justino,/fighter/Lina-Lansberg-122387,Lina Lansberg,win,loss, TKO,Punches, Mario Yamasaki,2, 2:29
200,12,/fighter/Renan-Barao-23156,Renan Barao,/fighter/Phillipe-Nover-7415,Phillipe Nover,win,loss,Decision,Unanimous,John McCarthy,3,05:00
200,11,/fighter/Roy-Nelson-10249,Roy Nelson,/fighter/Antonio-Silva-12354,Antonio Silva,win,loss,KO,Punches,John McCarthy,2,04:10
200,10,/fighter/Francisco-Trinaldo-31103,Francisco Trinaldo,/fighter/Paul-Felder-68205,Paul Felder,win,loss,TKO,Doctor Stoppage,Osiris Maia,3,02:25
200,9,/fighter/Eric-Spicely-63723,Eric Spicely,/fighter/Thiago-Santos-90021,Thiago Santos,win,loss,Submission,Rear-Naked Choke,John McCarthy,1,02:58
200,8,/fighter/Godofredo-Castro-40623,Godofredo Castro,/fighter/Mike-de-la-Torre-17915,Mike de la Torre,win,loss,Submission,Rear-Naked Choke,Mario Yamasaki,1,03:03
200,7,/fighter/Michel-Prazeres-22218,Michel Prazeres,/fighter/Gilbert-Burns-91727,Gilbert Burns,win,loss,Decision,Unanimous,Osiris Maia,3,05:00
200,6,/fighter/Rani-Yahya-10425,Rani Yahya,/fighter/Michinori-Tanaka-71942,Michinori Tanaka,win,loss,Decision,Unanimous,Fernando Portella,3,05:00
200,5,/fighter/Jussier-Formiga-36939,Jussier Formiga,/fighter/Dustin-Ortiz-58097,Dustin Ortiz,win,loss,Decision,Unanimous,Camila Albuquerque,3,05:00
200,4,/fighter/Erick-Silva-15009,Erick Silva,/fighter/Luan-Chagas-113505,Luan Chagas,win,loss,Submission,Rear-Naked Choke,Osiris Maia,3,03:57
200,3,/fighter/Alan-Patrick-31096,Alan Patrick,/fighter/Steven-Ray-59838,Steven Ray,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
200,2,/fighter/Vicente-Luque-66474,Vicente Luque,/fighter/Hector-Urbina-18168,Hector Urbina,win,loss,KO,Punch,Fernando Portella,1,01:00
200,1,/fighter/Gregor-Gillespie-111701,Gregor Gillespie,/fighter/Glaico-Franca-117927,Glaico Franca,win,loss,Decision,Unanimous,Camila Albuquerque,3,05:00
201,12,/fighter/Michael-Johnson-68788,Michael Johnson,/fighter/Dustin-Poirier-50529,Dustin Poirier,win,loss, KO,Punches, Dan Miragliotta,1, 1:35
201,11,/fighter/Derek-Brunson-68494,Derek Brunson,/fighter/Uriah-Hall-14210,Uriah Hall,win,loss,TKO,Punch,Herb Dean,1,01:41
201,10,/fighter/Evan-Dunham-22038,Evan Dunham,/fighter/Ricky-Glenn-20171,Ricky Glenn,win,loss,Decision,Unanimous,Jacob Montalvo,3,05:00
201,9,/fighter/Roan-Carneiro-2886,Roan Carneiro,/fighter/Kenny-Robertson-31978,Kenny Robertson,win,loss,Decision,Split,Kerry Hatley,3,05:00
201,8,/fighter/Islam-Makhachev-76836,Islam Makhachev,/fighter/Chris-Wade-79335,Chris Wade,win,loss,Decision,Unanimous,Dan Miragliotta,3,05:00
201,7,/fighter/Chas-Skelly-47227,Chas Skelly,/fighter/Maximo-Blanco-36618,Maximo Blanco,win,loss,Technical Submission,Anaconda Choke,Herb Dean,1,00:19
201,6,/fighter/Gabriel-Benitez-25733,Gabriel Benitez,/fighter/Sam-Sicilia-53205,Sam Sicilia,win,loss,Technical Submission,Guillotine Choke,Dan Miragliotta,2,01:20
201,5,/fighter/Belal-Muhammad-108315,Belal Muhammad,/fighter/Augusto-Montano-41494,Augusto Montano,win,loss,TKO,Punches,Herb Dean,3,04:19
201,4,/fighter/Antonio-Carlos-Jr-143157,Antonio Carlos Jr.,/fighter/Leonardo-Guimaraes-14971,Leonardo Guimaraes,win,loss,Submission,Rear-Naked Choke,Jacob Montalvo,3,04:46
201,3,/fighter/Jose-Alberto-Quinonez-152627,Jose Alberto Quinonez,/fighter/Joey-Gomez-64975,Joey Gomez,win,loss,Decision,Unanimous,Kerry Hatley,3,05:00
201,2,/fighter/Randy-Brown-115641,Randy Brown,/fighter/Erick-Montano-40308,Erick Montano,win,loss,Submission,Guillotine Choke,Jacob Montalvo,3,00:18
201,1,/fighter/Albert-Morales-161099,Albert Morales,/fighter/Alejandro-Perez-13428,Alejandro Perez,draw,draw,Draw,Majority,Kerry Hatley,3,05:00
202,10,/fighter/Stipe-Miocic-39537,Stipe Miocic,/fighter/Alistair-Overeem-461,Alistair Overeem,win,loss, KO,Punches, Marc Goddard,1, 4:27
202,9,/fighter/Fabricio-Werdum-8390,Fabricio Werdum,/fighter/Travis-Browne-16785,Travis Browne,win,loss,Decision,Unanimous,Gary Copeland,3,05:00
202,8,/fighter/Mickey-Gall-160145,Mickey Gall,/fighter/Phil-Brooks-184933,Phil Brooks,win,loss,Submission,Rear-Naked Choke,Keith Peterson,1,02:14
202,7,/fighter/Jimmie-Rivera-40954,Jimmie Rivera,/fighter/Urijah-Faber-8847,Urijah Faber,win,loss,Decision,Unanimous,Gary Copeland,3,05:00
202,6,/fighter/Jessica-Andrade-100715,Jessica Andrade,/fighter/Joanne-Calderwood-94103,Joanne Calderwood,win,loss,Submission,Guillotine Choke,Jerry Poe,1,04:38
202,5,/fighter/Bethe-Correia-103069,Bethe Correia,/fighter/Jessica-Eye-39575,Jessica Eye,win,loss,Decision,Split,Marc Goddard,3,05:00
202,4,/fighter/Brad-Tavares-33095,Brad Tavares,/fighter/Caio-Magalhaes-51163,Caio Magalhaes,win,loss,Decision,Split,Keith Peterson,3,05:00
202,3,/fighter/Nik-Lentz-15058,Nik Lentz,/fighter/Michael-McBride-109357,Michael McBride,win,loss,TKO,Punches,Gary Copeland,2,04:17
202,2,/fighter/Drew-Dober-23982,Drew Dober,/fighter/Jason-Gonzalez-66736,Jason Gonzalez,win,loss,KO,Punches,Jerry Poe,1,01:45
202,1,/fighter/Yancy-Medeiros-27738,Yancy Medeiros,/fighter/Sean-Spencer-60908,Sean Spencer,win,loss,Submission,Rear-Naked Choke,Marc Goddard,2,00:49
203,11,/fighter/Josh-Barnett-272,Josh Barnett,/fighter/Andrei-Arlovski-270,Andrei Arlovski,win,loss, Submission,Rear-Naked Choke, Leon Roberts,3, 2:53
203,10,/fighter/Alexander-Gustafsson-26162,Alexander Gustafsson,/fighter/Jan-Blachowicz-25821,Jan Blachowicz,win,loss,Decision,Unanimous,Marc Goddard,3,05:00
203,9,/fighter/Ryan-Bader-22858,Ryan Bader,/fighter/Ilir-Latifi-40207,Ilir Latifi,win,loss,KO,Knee,Neil Hall,2,02:06
203,8,/fighter/Nick-Hein-50774,Nick Hein,/fighter/Tae-Hyun-Bang-23167,Tae Hyun Bang,win,loss,Decision,Unanimous,Lukasz Bosacki,3,05:00
203,7,/fighter/Jessin-Ayari-55449,Jessin Ayari,/fighter/Jim-Wallhead-12903,Jim Wallhead,win,loss,Decision,Split,Marc Goddard,3,05:00
203,6,/fighter/Peter-Sobotta-15816,Peter Sobotta,/fighter/Nicolas-Dalby-63608,Nicolas Dalby,win,loss,Decision,Unanimous,Leon Roberts,3,05:00
203,5,/fighter/Ashlee-EvansSmith-75021,Ashlee Evans-Smith,/fighter/Veronica-Macedo-180217,Veronica Macedo,win,loss,TKO,Elbows,Neil Hall,3,02:46
203,4,/fighter/Taylor-Lapilus-97337,Taylor Lapilus,/fighter/Leandro-Issa-19521,Leandro Issa,win,loss,Decision,Unanimous,Lukasz Bosacki,3,05:00
203,3,/fighter/Christian-Colombo-55092,Christian Colombo,/fighter/Jarjis-Danho-76397,Jarjis Danho,draw,draw,Draw,Majority,Marc Goddard,3,05:00
203,2,/fighter/Jack-Hermansson-61146,Jack Hermansson,/fighter/Scott-Askham-40518,Scott Askham,win,loss,Decision,Unanimous,Leon Roberts,3,05:00
203,1,/fighter/Rustam-Khabilov-45417,Rustam Khabilov,/fighter/Leandro-Silva-86382,Leandro Silva,win,loss,Decision,Unanimous,Neil Hall,3,05:00
204,10,/fighter/Demian-Maia-14637,Demian Maia,/fighter/Carlos-Condit-6765,Carlos Condit,win,loss, Submission,Rear-Naked Choke, John McCarthy,1, 1:52
204,9,/fighter/Anthony-Pettis-26627,Anthony Pettis,/fighter/Charles-Oliveira-30300,Charles Oliveira,win,loss,Submission,Guillotine Choke,Yves Lavigne,3,01:49
204,8,/fighter/Paige-VanZant-99019,Paige VanZant,/fighter/Bec-Rawlings-84964,Bec Rawlings,win,loss,KO,Head Kick and Punches,Dan Miragliotta,2,00:17
204,7,/fighter/Jim-Miller-14463,Jim Miller,/fighter/Joe-Lauzon-4923,Joe Lauzon,win,loss,Decision,Split,John McCarthy,3,05:00
204,6,/fighter/Sam-Alvey-35410,Sam Alvey,/fighter/Kevin-Casey-24121,Kevin Casey,win,loss,TKO,Punches,Yves Lavigne,2,04:56
204,5,/fighter/Kyle-Bochniak-86246,Kyle Bochniak,/fighter/Enrique-Barzola-129351,Enrique Barzola,win,loss,Decision,Split,Dan Miragliotta,3,05:00
204,4,/fighter/Alessio-Di-Chirico-89875,Alessio Di Chirico,/fighter/Garreth-McLellan-71237,Garreth McLellan,win,loss,Decision,Split,Kevin Dornan,3,05:00
204,3,/fighter/Felipe-Silva-128357,Felipe Silva,/fighter/Shane-Campbell-34625,Shane Campbell,win,loss,TKO,Punches,John McCarthy,1,01:13
204,2,/fighter/Chad-Laprise-69681,Chad Laprise,/fighter/Thibault-Gouti-124975,Thibault Gouti,win,loss,TKO,Punches,Kevin Dornan,1,01:36
204,1,/fighter/Jeremy-Kennedy-104645,Jeremy Kennedy,/fighter/Alessandro-Ricci-74266,Alessandro Ricci,win,loss,Decision,Unanimous,Yves Lavigne,3,05:00
205,12,/fighter/Conor-McGregor-29688,Conor McGregor,/fighter/Nate-Diaz-11451,Nate Diaz,win,loss, Decision,Majority, John McCarthy,5, 5:00
205,11,/fighter/Anthony-Johnson-17662,Anthony Johnson,/fighter/Glover-Teixeira-4655,Glover Teixeira,win,loss,KO,Punch,Dan Miragliotta,1,00:13
205,10,/fighter/Donald-Cerrone-15105,Donald Cerrone,/fighter/Rick-Story-25989,Rick Story,win,loss,TKO,Punches,Herb Dean,2,02:02
205,9,/fighter/Mike-Perry-176179,Mike Perry,/fighter/Hyun-Gyu-Lim-21040,Hyun Gyu Lim,win,loss,TKO,Punches,John McCarthy,1,03:38
205,8,/fighter/Tim-Means-11281,Tim Means,/fighter/Sabah-Homasi-47068,Sabah Homasi,win,loss,TKO,Punches,Herb Dean,2,02:56
205,7,/fighter/Cody-Garbrandt-50381,Cody Garbrandt,/fighter/Takeya-Mizugaki-12074,Takeya Mizugaki,win,loss,TKO,Punches,John McCarthy,1,00:48
205,6,/fighter/Raquel-Pennington-75564,Raquel Pennington,/fighter/Elizabeth-Phillips-83021,Elizabeth Phillips,win,loss,Decision,Unanimous,Herb Dean,3,05:00
205,5,/fighter/Artem-Lobov-73700,Artem Lobov,/fighter/Chris-Avila-155641,Chris Avila,win,loss,Decision,Unanimous,Mark Smith,3,05:00
205,4,/fighter/Cortney-Casey-91121,Cortney Casey,/fighter/Randa-Markos-75417,Randa Markos,win,loss,Submission,Armbar,Mark Smith,1,04:34
205,3,/fighter/Lorenz-Larkin-51345,Lorenz Larkin,/fighter/Neil-Magny-69166,Neil Magny,win,loss,TKO,Elbows,Dan Miragliotta,1,04:08
205,2,/fighter/Colby-Covington-57269,Colby Covington,/fighter/Max-Griffin-53904,Max Griffin,win,loss,TKO,Punches,Mark Smith,3,02:18
205,1,/fighter/Marvin-Vettori-80421,Marvin Vettori,/fighter/Alberto-Emiliano-Pereira-77297,Alberto Emiliano Pereira,win,loss,Submission,Guillotine Choke,Dan Miragliotta,1,04:30
206,12,/fighter/Yair-Rodriguez-106305,Yair Rodriguez,/fighter/Alex-Caceres-41586,Alex Caceres,win,loss, Decision,Split, Herb Dean,5, 5:00
206,11,/fighter/Dennis-Bermudez-58065,Dennis Bermudez,/fighter/Rony-Mariano-Bezerra-38190,Rony Mariano Bezerra,win,loss,Decision,Unanimous,John McCarthy,3,05:00
206,10,/fighter/Thales-Leites-8593,Thales Leites,/fighter/Chris-Camozzi-17224,Chris Camozzi,win,loss,Submission,Rear-Naked Choke,Dan Miragliotta,3,02:58
206,9,/fighter/Santiago-Ponzinibbio-64593,Santiago Ponzinibbio,/fighter/Zak-Cummings-31808,Zak Cummings,win,loss,Decision,Unanimous,Herb Dean,3,05:00
206,8,/fighter/Trevor-Smith-51113,Trevor Smith,/fighter/Joe-Gigliotti-160679,Joe Gigliotti,win,loss,Decision,Unanimous,Dan Miragliotta,3,05:00
206,7,/fighter/Maryna-Moroz-151905,Maryna Moroz,/fighter/Danielle-Taylor-123439,Danielle Taylor,win,loss,Decision,Split,Herb Dean,3,05:00
206,6,/fighter/Court-McGee-34124,Court McGee,/fighter/Dominique-Steele-47845,Dominique Steele,win,loss,Decision,Unanimous,Dan Miragliotta,3,05:00
206,5,/fighter/Marcin-Tybura-86928,Marcin Tybura,/fighter/Viktor-Pesta-74176,Viktor Pesta,win,loss,KO,Head Kick,John McCarthy,2,00:53
206,4,/fighter/David-Teymur-163937,David Teymur,/fighter/Jason-Novelli-18136,Jason Novelli,win,loss,KO,Punches,Herb Dean,2,01:25
206,3,/fighter/Teruto-Ishihara-78898,Teruto Ishihara,/fighter/Horacio-Gutierrez-172941,Horacio Gutierrez,win,loss,KO,Punches,Dave Seljestad,1,02:32
206,2,/fighter/Cub-Swanson-11002,Cub Swanson,/fighter/Tatsuya-Kawajiri-1326,Tatsuya Kawajiri,win,loss,Decision,Unanimous,John McCarthy,3,05:00
206,1,/fighter/Justin-Ledet-72052,Justin Ledet,/fighter/Chase-Sherman-159319,Chase Sherman,win,loss,Decision,Unanimous,Dave Seljestad,3,05:00
207,11,/fighter/Tyron-Woodley-42605,Tyron Woodley,/fighter/Robbie-Lawler-2245,Robbie Lawler,win,loss, KO,Punches, Dan Miragliotta,1, 2:12
207,10,/fighter/Karolina-Kowalkiewicz-101401,Karolina Kowalkiewicz,/fighter/Rose-Namajunas-69083,Rose Namajunas,win,loss,Decision,Split,Blake Grice,3,05:00
207,9,/fighter/Jake-Ellenberger-13068,Jake Ellenberger,/fighter/Matt-Brown-14310,Matt Brown,win,loss,TKO,Kick to the Body and Punches,Marc Goddard,1,01:46
207,8,/fighter/Erik-Perez-35509,Erik Perez,/fighter/Francisco-Rivera-11908,Francisco Rivera,win,loss,Decision,Unanimous,George Allen,3,05:00
207,7,/fighter/Ryan-Benoit-48566,Ryan Benoit,/fighter/Fredy-Serrano-112413,Fredy Serrano,win,loss,Decision,Split,Blake Grice,3,05:00
207,6,/fighter/Nikita-Krylov-110937,Nikita Krylov,/fighter/Ed-Herman-6561,Ed Herman,win,loss,KO,Head Kick,Marc Goddard,2,00:40
207,5,/fighter/Jorge-Masvidal-7688,Jorge Masvidal,/fighter/Ross-Pearson-11884,Ross Pearson,win,loss,Decision,Unanimous,Blake Grice,3,05:00
207,4,/fighter/Anthony-Hamilton-58947,Anthony Hamilton,/fighter/Damian-Grabowski-30320,Damian Grabowski,win,loss,KO,Punches,George Allen,1,00:14
207,3,/fighter/Wilson-Reis-23401,Wilson Reis,/fighter/Hector-Sandoval-35409,Hector Sandoval,win,loss,Submission,Rear-Naked Choke,Dan Miragliotta,1,01:49
207,2,/fighter/Michael-Graves-64989,Michael Graves,/fighter/Bojan-Velickovic-76620,Bojan Velickovic,draw,draw,Draw,Majority,George Allen,3,05:00
207,1,/fighter/Damien-Brown-62243,Damien Brown,/fighter/Cesar-Arzamendia-87012,Cesar Arzamendia,win,loss,KO,Punches,Marc Goddard,1,02:27
208,11,/fighter/Valentina-Shevchenko-45384,Valentina Shevchenko,/fighter/Holly-Holm-75125,Holly Holm,win,loss, Decision,Unanimous, Rob Madrigal,5, 5:00
208,10,/fighter/Edson-Barboza-46259,Edson Barboza,/fighter/Gilbert-Melendez-5545,Gilbert Melendez,win,loss,Decision,Unanimous,John McCarthy,3,05:00
208,9,/fighter/Francis-Ngannou-152341,Francis Ngannou,/fighter/Bojan-Mihajlovic-12400,Bojan Mihajlovic,win,loss,TKO,Punches,Herb Dean,1,01:34
208,8,/fighter/Felice-Herrig-42432,Felice Herrig,/fighter/Kailin-Curran-62703,Kailin Curran,win,loss,Submission,Rear-Naked Choke,John McCarthy,1,01:59
208,7,/fighter/Eddie-Wineland-4173,Eddie Wineland,/fighter/Frankie-Saenz-55410,Frankie Saenz,win,loss,TKO,Punches,Rob Madrigal,3,01:54
208,6,/fighter/Darren-Elkins-22094,Darren Elkins,/fighter/Godofredo-Castro-40623,Godofredo Castro,win,loss,Decision,Unanimous,Herb Dean,3,05:00
208,5,/fighter/Kamaru-Usman-120691,Kamaru Usman,/fighter/Alexander-Yakovlev-10846,Alexander Yakovlev,win,loss,Decision,Unanimous,John McCarthy,3,05:00
208,4,/fighter/Michel-Prazeres-22218,Michel Prazeres,/fighter/JC-Cottrell-43874,J.C. Cottrell,win,loss,Decision,Unanimous,Rob Madrigal,3,05:00
208,3,/fighter/Alex-Oliveira-110143,Alex Oliveira,/fighter/James-Moontasri-36889,James Moontasri,win,loss,Decision,Unanimous,Herb Dean,3,05:00
208,2,/fighter/Jason-Knight-44957,Jason Knight,/fighter/Jim-Alers-36581,Jim Alers,win,loss,Decision,Split,John McCarthy,3,05:00
208,1,/fighter/Luis-Henrique-Barbosa-de-Oliveira-6608,Luis Henrique Barbosa de Oliveira,/fighter/Dmitry-Smoliakov-125781,Dmitry Smoliakov,win,loss,Submission,Rear-Naked Choke,Rob Madrigal,2,03:58
209,12,/fighter/John-Lineker-41906,John Lineker,/fighter/Michael-McDonald-30297,Michael McDonald,win,loss, KO,Punches, Herb Dean,1, 2:43
209,11,/fighter/Tony-Ferguson-31239,Tony Ferguson,/fighter/Lando-Vannata-82446,Lando Vannata,win,loss,Submission,Brabo Choke,John McCarthy,2,02:22
209,10,/fighter/Tim-Boetsch-19544,Tim Boetsch,/fighter/Josh-Samman-17460,Josh Samman,win,loss,TKO,Punches,John McCarthy,2,03:49
209,9,/fighter/Daniel-Omielanczuk-54303,Daniel Omielanczuk,/fighter/Alexey-Oleynik-2027,Alexey Oleynik,win,loss,Decision,Majority,Kevin MacDonald,3,05:00
209,8,/fighter/Keita-Nakamura-9572,Keita Nakamura,/fighter/Kyle-Noke-7632,Kyle Noke,win,loss,Submission,Rear-Naked Choke,Herb Dean,2,04:59
209,7,/fighter/Louis-Smolka-64792,Louis Smolka,/fighter/Ben-Nguyen-8183,Ben Nguyen,win,loss,TKO,Punches and Elbows,Herb Dean,2,04:41
