id,fighter_name,nickname,birth_date,age,country,height_cm,weight_kg,association,weight_class,wins,losses
/fighter/Kharun-Atlangeriev-167431,Kharun Atlangeriev,Predator,05/10/1992,28,Russia,177.8,70.31,OFS Team,Lightweight,11,11
/fighter/Shojin-Miki-157565,Shojin Miki,Mini Margarito,,,United States,175.26,56.7,HMC Academy,Flyweight,6,6
/fighter/Ryan-Keenan-33827,Ryan Keenan,Who Dat?,15/06/1985,36,United States,182.88,70.31,Gracie Orlando,Lightweight,6,6
/fighter/Dustin-Jacoby-73825,Dustin Jacoby,The Hanyak,04/04/1988,33,United States,193.04,92.99,Factory X,Light Heavyweight,14,14
/fighter/Richardson-Moreira-72825,Richardson Moreira,Rick Monstro,31/03/1984,37,Brazil,187.96,92.99,Team Nogueira,Light Heavyweight,8,8
/fighter/Chris-Haseman-1449,Chris Haseman,The Hammer,02/06/1969,52,Australia,180.34,89.81,Rings Australia,Light Heavyweight,20,20
/fighter/Fares-Ziam-184241,Fares Ziam,Smile Killer,21/03/1997,24,France,182.88,70.31,Team Ezbiri,Lightweight,12,12
/fighter/James-Bochnovic-130011,James Bochnovic,,13/02/1989,32,United States,193.04,83.91,Rothwell MMA,Middleweight,10,10
/fighter/Adrian-Pang-8427,Adrian Pang,The Hunter,02/09/1977,43,Papua New Guinea,170.18,70.31,Integrated MMA,Lightweight,23,23
/fighter/Haobin-Ma-214849,Haobin Ma,The Southern Eagle,23/01/1994,27,China,0.0,56.7,Jincan Defense Club,Flyweight,13,13
/fighter/Lance-Everson-10333,Lance Everson,,,,United States,175.26,83.91,Boneyard,Middleweight,11,11
/fighter/Journey-Newson-77464,Journey Newson,,07/03/1989,32,United States,165.1,61.23,Impact Jiu Jitsu,Bantamweight,9,9
/fighter/Christian-Wellisch-3328,Christian Wellisch,,,,United States,187.96,106.14,American Kickboxing Academy,Heavyweight,8,8
/fighter/Ryuichiro-Sumimura-56159,Ryuichiro Sumimura,,14/02/1986,35,Japan,180.34,77.11,Independent,Welterweight,18,18
/fighter/Michael-Chiesa-46224,Michael Chiesa,Maverick,07/12/1987,33,United States,185.42,77.11,Sikjitsu,Welterweight,18,18
/fighter/Klidson-Abreu-111535,Klidson Abreu,White Bear,24/12/1992,28,Brazil,187.96,92.99,Evolucao Thai,Light Heavyweight,15,15
/fighter/John-Kolosci-9062,John Kolosci,,26/11/1974,46,United States,180.34,70.31,Gilbert Grappling,Lightweight,15,15
/fighter/Giorgio-Pietrini-117093,Giorgio Pietrini,,23/06/1991,30,Italy,182.88,77.11,Rendoki Dojo,Welterweight,16,16
/fighter/Sidemar-Honorio-20757,Sidemar Honorio,Sideco Honor,05/05/1980,41,Brazil,170.18,57.15,Renzo Gracie Philly,Flyweight,13,13
/fighter/Sultan-Umar-222829,Sultan Umar,,08/02/1986,35,United States,185.42,77.11,Midwest Training Center,Welterweight,6,6
/fighter/Xavier-Siller-126081,Xavier Siller,Young Guns,06/06/1994,27,United States,165.1,56.7,,Flyweight,7,7
/fighter/Allen-Chong-157773,Allen Chong,Solomon,30/05/1982,39,Malaysia,167.64,70.31,Borneo Tribal Squad,Lightweight,3,3
/fighter/Michael-McBride-109357,Michael McBride,,,,United States,185.42,70.31,,Lightweight,8,8
/fighter/Iuri-Lapicus-183533,Iuri Lapicus,,22/10/1995,25,Moldova,180.34,77.11,Team Petrosyan,Welterweight,14,14
/fighter/Andrea-Fusi-221273,Andrea Fusi,Il Barbaro,16/12/1991,29,Italy,177.8,77.11,Clan Mano di Pietra,Welterweight,8,8
/fighter/Craig-Fairley-213671,Craig Fairley,Showtime,25/03/1992,29,United States,0.0,70.31,Laselva MMA,Lightweight,3,3
/fighter/Karlos-Vemola-40238,Karlos Vemola,The Terminator,01/07/1985,36,Czech Republic,182.88,92.99,London Shootfighters,Light Heavyweight,31,31
/fighter/Honorio-Banario-62423,Honorio Banario,The Rock,25/09/1989,31,Philippines,175.26,70.31,Lakay MMA,Lightweight,15,15
/fighter/Mahmoud-Deab-Mohamed-127015,Mahmoud Deab Mohamed,,,,Egypt,0.0,70.31,,Lightweight,3,3
/fighter/Nicolas-Dalby-63608,Nicolas Dalby,Danish Dynamite,16/11/1984,36,Denmark,180.34,77.11,Rumble Sports,Welterweight,19,19
/fighter/Zac-Church-105333,Zac Church,,12/11/1987,33,United States,172.72,65.77,The Factory Tulsa,Featherweight,9,9
/fighter/Ying-Qiang-Yang-323489,Ying Qiang Yang,The Pangolin,,,China,167.64,56.7,Super Gain Fighting Gym,Flyweight,1,1
/fighter/Alessio-Sakara-5366,Alessio Sakara,Legionarius,02/09/1981,39,Italy,185.42,92.99,American Top Team,Light Heavyweight,21,21
/fighter/Ahmed-White-284463,Ahmed White,,,,United States,180.34,85.28,Rogue Empire MMA,Light Heavyweight,0,0
/fighter/Andrew-Natividad-82464,Andrew Natividad,,03/02/1990,31,United States,167.64,61.23,Escondido Fight Club,Bantamweight,9,9
/fighter/Xie-Xiaoxiang-302775,Xie Xiaoxiang,Keyboard Man,,,China,193.04,77.11,AMA Shanghai,Welterweight,1,1
/fighter/Daniel-Spitz-172211,Daniel Spitz,Daddy Long Legs,31/07/1990,31,United States,200.66,108.86,Sikjitsu,Heavyweight,6,6
/fighter/Steven-Ray-59838,Steven Ray,Braveheart,25/03/1990,31,Scotland,177.8,70.31,Higher Level MMA,Lightweight,23,23
/fighter/Melvin-Yeoh-88785,Melvin Yeoh,Overkill,05/01/1981,40,Malaysia,170.18,65.77,Ultimate MMA Academy,Featherweight,7,7
/fighter/Kenneth-Battle-20889,Kenneth Battle,,,,United States,0.0,70.31,,Lightweight,2,2
/fighter/Guangyou-Ning-26389,Guangyou Ning,Smasher,15/12/1981,39,China,165.1,65.77,Tiger Muay Thai,Featherweight,5,5
/fighter/Philipe-Lins-61438,Philipe Lins,Monstro,17/08/1985,35,Brazil,185.42,106.14,Kimura Nova Uniao,Heavyweight,14,14
/fighter/Benson-Henderson-20548,Benson Henderson,Smooth,16/11/1983,37,United States,175.26,77.11,MMA Lab,Welterweight,28,28
/fighter/Keoni-Diggs-60630,Keoni Diggs,,19/11/1986,34,United States,175.26,65.77,MMA Lab,Featherweight,9,9
/fighter/Luping-Wang-319997,Luping Wang,Little Sprouts,,,China,157.48,52.16,Sihai Liancheng Fight Gym,Strawweight,3,3
/fighter/Itay-Tratner-306575,Itay Tratner,,10/10/2000,20,Israel,172.72,65.77,MMA Black Belt,Featherweight,3,3
/fighter/Brian-Melancon-43621,Brian Melancon,,28/05/1982,39,United States,172.72,77.11,Paradigm Training Center,Welterweight,7,7
/fighter/Chiara-Penco-252967,Chiara Penco,Beasty Barbie,21/11/1995,25,Italy,162.56,52.16,Rendoki Dojo,Strawweight,5,5
/fighter/Joe-Solecki-227993,Joe Solecki,,27/08/1993,27,United States,175.26,70.31,Gym-O,Lightweight,11,11
/fighter/Nissen-Osterneck-17591,Nissen Osterneck,,01/05/1981,40,United States,187.96,83.91,Relson Gracie Jiu-Jitsu,Middleweight,13,13
/fighter/Raimond-Magomedaliev-191869,Raimond Magomedaliev,,10/06/1990,31,Russia,190.5,77.11,Eagles MMA,Welterweight,8,8
/fighter/Randa-Markos-75417,Randa Markos,Quiet Storm,10/08/1985,36,Canada,165.1,52.16,Michigan Top Team,Strawweight,10,10
/fighter/Klayton-Mai-84701,Klayton Mai,The Python,30/11/1986,34,United States,175.26,56.7,Octagon MMA,Flyweight,8,8
/fighter/Matt-Arroyo-19456,Matt Arroyo,No Regard,01/09/1982,38,United States,182.88,77.11,Gracie Tampa South,Welterweight,3,3
/fighter/Krzysztof-Soszynski-9178,Krzysztof Soszynski,The Polish Experiment,02/08/1977,44,Canada,185.42,92.99,Reign MMA,Light Heavyweight,26,26
/fighter/Josh-Hill-53662,Josh Hill,Gentleman,24/11/1986,34,Canada,167.64,61.23,Vision Quest MMA & Fitness,Bantamweight,20,20
/fighter/Paul-Ruiz-62183,Paul Ruiz,,23/06/1987,34,United States,167.64,61.23,Team Alpha Male,Bantamweight,7,7
/fighter/Chan-Sung-Jung-36155,Chan Sung Jung,The Korean Zombie,17/03/1987,34,South Korea,175.26,65.77,Fight Ready,Featherweight,17,17
/fighter/Luis-Santos-16216,Luis Santos,Sapo,02/01/1980,41,Brazil,185.42,77.11,American Top Team,Welterweight,65,65
/fighter/Samang-Dun-136719,Samang Dun,,,,Cambodia,167.64,64.86,A Fighter,Featherweight,5,5
/fighter/Rodolfo-Vieira-137167,Rodolfo Vieira,The Black Belt Hunter,25/09/1989,31,Brazil,180.34,83.91,Fusion X-Cel,Middleweight,8,8
/fighter/Ikuhisa-Minowa-250,Ikuhisa Minowa,Minowaman,12/01/1976,45,Japan,175.26,83.91,Kuma Gym,Middleweight,62,62
/fighter/Amran-Aliyev-113801,Amran Aliyev,,17/10/1990,30,United States,175.26,66.22,Team Bombsquad,Featherweight,3,3
/fighter/Michael-Benjamin-Putnam-37329,Michael Benjamin Putnam,Too Pretty,07/12/1987,33,United States,172.72,65.77,Team Titan PA,Featherweight,2,2
/fighter/Rodrigo-Lima-38280,Rodrigo Lima,Ratinho,09/05/1991,30,Brazil,172.72,61.23,American Top Team,Bantamweight,13,13
/fighter/Josh-Emmett-85885,Josh Emmett,,04/03/1985,36,United States,167.64,65.77,Team Alpha Male,Featherweight,16,16
/fighter/Aaron-Riley-1567,Aaron Riley,,09/12/1980,40,United States,175.26,70.31,Jackson-Wink MMA,Lightweight,30,30
/fighter/Tony-Kelley-57658,Tony Kelley,PrimeTime,21/01/1987,34,United States,177.8,65.77,Team Alpha Male,Featherweight,7,7
/fighter/Douglas-Lima-17236,Douglas Lima,The Phenom,05/01/1988,33,Brazil,185.42,77.11,American Top Team Atlanta,Welterweight,32,32
/fighter/Yvonne-Reis-47071,Yvonne Reis,,26/05/1965,56,United States,0.0,65.77,,Featherweight,0,0
/fighter/Santiago-Ponzinibbio-64593,Santiago Ponzinibbio,Argentine Dagger,26/09/1986,34,Argentina,182.88,77.11,American Top Team,Welterweight,28,28
/fighter/Justin-James-1926,Justin James,Pretty Boy,,,USA,177.8,70.31,,Lightweight,13,13
/fighter/Leslie-Smith-46542,Leslie Smith,The Peacemaker,17/08/1982,38,United States,175.26,65.77,Cesar Gracie Fight Team,Featherweight,12,12
/fighter/Jess-Liaudin-3368,Jess Liaudin,Joker,,,France,175.26,77.11,Pancrase London,Welterweight,20,20
/fighter/Daniel-Cassell-147021,Daniel Cassell,Pork Chop,26/04/1991,30,England,177.8,77.11,UTC Staffs,Welterweight,4,4
/fighter/Anthony-Lapsley-18590,Anthony Lapsley,The Recipe,13/02/1980,41,United States,175.26,77.11,,Welterweight,23,23
/fighter/Michelle-Ould-22532,Michelle Ould,T-Cat,30/09/1981,39,United States,157.48,59.42,Team Quest,Bantamweight,7,7
/fighter/Cat-Zingano-33932,Cat Zingano,Alpha,01/07/1982,39,United States,167.64,65.77,Zingano Brazilian Jiu-Jitsu,Featherweight,12,12
/fighter/Steven-Siler-22537,Steven Siler,Super,15/02/1987,34,United States,180.34,65.77,Factory X,Featherweight,32,32
/fighter/Austin-Clem-303227,Austin Clem,The King,05/12/1992,28,United States,182.88,70.31,Team Fusion Jiu-Jitsu & MMA,Lightweight,4,4
/fighter/Chad-Cook-2839,Chad Cook,,,,United States,187.96,99.79,,Heavyweight,10,10
/fighter/TJ-Sumler-53677,T.J. Sumler,The Hyttman,,,United States,0.0,77.11,WNY MMA,Welterweight,5,5
/fighter/Richie-Vaculik-21798,Richie Vaculik,Vas,19/06/1983,38,Australia,167.64,56.7,TP Fight Team,Flyweight,10,10
/fighter/Johnny-Campbell-59957,Johnny Campbell,Cupcakes,25/03/1987,34,United States,167.64,61.23,South Shore Sport Fighting,Bantamweight,21,21
/fighter/Norifumi-Yamamoto-1354,Norifumi Yamamoto,Kid,15/03/1977,,Japan,162.56,61.23,Krazy Bee,Bantamweight,18,18
/fighter/Will-Fleury-149881,Will Fleury,,13/03/1989,32,Ireland,190.5,83.91,SBG Ireland,Middleweight,8,8
/fighter/Hiroshi-Nakamura-12076,Hiroshi Nakamura,Iron,14/02/1981,40,Japan,165.1,60.78,Carpe Diem Brazilian Jiu-Jitsu,Bantamweight,16,16
/fighter/Dietter-Navarro-71520,Dietter Navarro,,15/01/1982,39,United States,175.26,70.31,American Top Team,Lightweight,2,2
/fighter/Ye-Yint-Aung-219073,Ye  Yint Aung,,07/04/1990,31,Myanmar,175.26,70.31,,Lightweight,1,1
/fighter/Reant-Febriza-Rainir-191611,Reant Febriza Rainir,No Mercy,26/02/1989,32,Indonesia,175.26,77.56,Tigershark Fighting Academy,Welterweight,0,0
/fighter/Keremuaili-Maimaitituoheti-227225,Keremuaili Maimaitituoheti,The Mountain Eagle,18/03/1991,30,China,170.18,61.23,Dacheng Wuyi,Bantamweight,11,11
/fighter/Mehdi-Barghi-279243,Mehdi Barghi,,,,Iran,182.88,119.75,AAA Team,Heavyweight,4,4
/fighter/Saw-Thae-Oo-201681,Saw Thae Oo,,,,Myanmar,167.64,70.31,S.T.L,Lightweight,0,0
/fighter/Tang-De-Pan-214721,Tang De Pan,,06/06/1992,29,China,162.56,61.23,Hunan Provincial Sanda Team,Bantamweight,2,2
/fighter/Karo-Parisyan-5153,Karo Parisyan,The Heat,28/08/1982,38,United States,177.8,76.66,,Welterweight,24,24
/fighter/Stephen-Stirewalt-207691,Stephen Stirewalt,,,,United States,0.0,61.23,,Bantamweight,3,3
/fighter/Leandro-Ataides-38826,Leandro Ataides,Leo,04/09/1986,34,Brazil,182.88,83.91,Nova Uniao,Middleweight,11,11
/fighter/Chris-Sanford-2656,Chris Sanford,,12/03/1968,53,United States,180.34,83.91,Cesar Gracie Jiu-Jitsu,Middleweight,5,5
/fighter/Will-Noland-44434,Will Noland,Iron,28/10/1980,40,United States,187.96,83.91,Trevor Prangley's American Kickboxing Academy,Middleweight,17,17
/fighter/Yuko-Kiryu-199205,Yuko Kiryu,Yuko.S,,,Japan,157.48,48.08,Brave,Atomweight,9,9
/fighter/Anthony-Lemon-82078,Anthony Lemon,,06/06/1991,30,United States,180.34,77.11,Team Gravity,Welterweight,4,4
/fighter/Dmitriy-Sosnovskiy-116389,Dmitriy Sosnovskiy,Wicked Machine,06/07/1989,32,Russia,190.5,108.86,GOR MMA,Heavyweight,11,11
/fighter/Cub-Swanson-11002,Cub Swanson,Killer,02/11/1983,37,United States,172.72,65.77,UFC Gym Costa Mesa,Featherweight,27,27
/fighter/Mike-Rodriguez-107891,Mike Rodriguez,Slow,28/11/1988,32,United States,190.5,92.99,Lauzon MMA,Light Heavyweight,11,11
/fighter/John-Schulz-79653,John Schulz,The Machine,,,United States,177.8,70.31,New Body Health & Fitness,Lightweight,5,5
/fighter/Blaine-ODriscoll-75570,Blaine O'Driscoll,,31/12/1991,29,Ireland,167.64,56.7,SBG Ireland,Flyweight,9,9
/fighter/Steven-Graham-164,Steven Graham,,,,United States,185.42,131.54,,Super Heavyweight,2,2
/fighter/Robert-Sullivan-117595,Robert Sullivan,Wreck-It Rob,14/08/1983,37,United States,167.64,64.41,Baltimore BJJ,Featherweight,7,7
/fighter/Ulysses-Gomez-30396,Ulysses Gomez,Useless,25/05/1983,38,United States,165.1,56.7,Marc Laimon's Cobra Kai,Flyweight,9,9
/fighter/Eric-Huggins-116055,Eric Huggins,,,,United States,182.88,83.91,Bakersfield Elite Martial Arts,Middleweight,1,1
/fighter/Christ-Franck-71182,Christ Franck,The Beast,18/09/1982,38,Canada,182.88,77.11,Champion's Creed MMA,Welterweight,6,6
/fighter/Nurul-Fikri-279139,Nurul Fikri,,,,Indonesia,167.64,65.77,Gracie Barra,Featherweight,3,3
/fighter/Grant-Dawson-103525,Grant Dawson,KGD,20/02/1994,27,United States,177.8,70.31,Glory MMA & Fitness,Lightweight,17,17
/fighter/James-Esposito-248129,James Esposito,,,,United States,0.0,65.77,,Featherweight,0,0
/fighter/Jeb-Chiles-33551,Jeb Chiles,,15/06/1979,42,United States,182.88,83.46,K2L Grindhouse,Middleweight,8,8
/fighter/Marvin-Maldonado-150275,Marvin Maldonado,The Bulldog,,,United States,167.64,61.23,Renzo Gracie Training Facility,Bantamweight,2,2
/fighter/Neil-Seery-14062,Neil Seery,2 Tap,30/08/1979,41,Ireland,167.64,56.7,Team Ryano MMA,Flyweight,16,16
/fighter/Aleksandra-Albu-144949,Aleksandra Albu,Stitch,14/07/1990,31,Russia,157.48,52.16,Red Fury Fight Team,Strawweight,3,3
/fighter/Antonio-Carvalho-5346,Antonio Carvalho,Pato,30/05/1979,42,Canada,172.72,65.77,Bruckmann Martial Arts,Featherweight,15,15
/fighter/Claire-Lopez-269797,Claire Lopez,,04/11/1988,32,France,162.56,52.16,Great Britain Top Team,Strawweight,4,4
/fighter/Tim-Bazer-3416,Tim Bazer,Timmy B,11/10/1976,44,United States,180.34,75.3,Team Bazer,Welterweight,14,14
/fighter/Blair-Tugman-22846,Blair Tugman,The Bull Shark,,,United States,170.18,61.23,Calandrelli Brazilian Jiu-Jitsu,Bantamweight,11,11
/fighter/Thiago-de-Oliveira-Perpetuo-53207,Thiago de Oliveira Perpetuo,Bodao,14/12/1986,34,Brazil,177.8,77.11,Furacao Fight Team,Welterweight,9,9
/fighter/Darrell-Montague-34214,Darrell Montague,The Mongoose,03/11/1987,33,United States,167.64,56.7,Millennia MMA,Flyweight,13,13
/fighter/Rob-Kimmons-9863,Rob Kimmons,The Rosedale Reaper,30/01/1981,40,United States,177.8,77.11,K2L Grindhouse,Welterweight,25,25
/fighter/Pedro-Nobre-44211,Pedro Nobre,The Rock,13/02/1986,35,Brazil,165.1,56.7,Brazilian Top Team,Flyweight,21,21
/fighter/Rich-Hale-20376,Rich Hale,Rare Breed,17/05/1985,36,United States,193.04,108.86,Koncrete Gym,Heavyweight,23,23
/fighter/Sky-Moiseichik-41392,Sky Moiseichik,El Chivo Loco,11/07/1978,43,United States,177.8,62.6,American Top Team Miramar,Featherweight,7,7
/fighter/Mariya-Agapova-206861,Mariya Agapova,,07/04/1997,24,Kazakhstan,167.64,56.7,American Top Team,Flyweight,9,9
/fighter/Alejandro-Perez-13428,Alejandro Perez,Turbo,02/09/1989,31,Mexico,167.64,61.23,American Kickboxing Academy,Bantamweight,21,21
/fighter/David-Conte-281211,David Conte,,08/07/1985,36,United States,0.0,65.77,,Featherweight,0,0
/fighter/Fabacary-Diatta-224141,Fabacary Diatta,,16/10/1996,24,France,175.26,65.77,Atch Academy,Featherweight,7,7
/fighter/Davin-Clark-19714,Davin Clark,Relentless,11/01/1982,39,United States,187.96,83.91,American Kickboxing Academy,Middleweight,6,6
/fighter/Janay-Harding-164517,Janay Harding,Hollowpoint,28/09/1994,26,Australia,177.8,65.77,,Featherweight,6,6
/fighter/Kotetsu-Boku-1527,Kotetsu Boku,No Face,27/05/1977,44,Japan,175.26,65.77,Krazy Bee,Featherweight,26,26
/fighter/Boris-Novachkov-324293,Boris Novachkov,,29/11/1989,31,Bulgaria,170.18,65.77,,Featherweight,0,0
/fighter/Anthony-Giacchina-53673,Anthony Giacchina,,,,United States,0.0,72.57,,Welterweight,2,2
/fighter/Daniel-Gracie-4836,Daniel Gracie,,28/06/1972,49,Brazil,187.96,92.99,Renzo Gracie Jiu-Jitsu,Light Heavyweight,5,5
/fighter/Mike-Galitello-176825,Mike Galitello,,,,United States,175.26,65.77,,Featherweight,2,2
/fighter/Liz-Carmouche-67007,Liz Carmouche,Girl-Rilla,19/02/1984,37,United States,167.64,56.7,Team Hurricane Awesome,Flyweight,16,16
/fighter/Cody-Durden-222325,Cody Durden,,29/03/1991,30,United States,175.26,56.7,American Top Team Atlanta,Flyweight,11,11
/fighter/Max-Holloway-38671,Max Holloway,Blessed,04/12/1991,29,United States,180.34,65.77,Gracie Technics,Featherweight,22,22
/fighter/Yago-Bryan-Farias-de-Morais-154667,Yago Bryan Farias de Morais,Codorninha,17/06/1992,29,Brazil,165.1,52.16,Nova Uniao,Strawweight,3,3
/fighter/Elvis-Mutapcic-28038,Elvis Mutapcic,The King,19/07/1986,35,United States,182.88,83.91,RoundKick Gym,Middleweight,16,16
/fighter/Aaron-Rodriguez-260529,Aaron Rodriguez,,26/01/1987,34,United States,175.26,83.91,,Middleweight,0,0
/fighter/Jerry-Bohlander-127,Jerry Bohlander,,02/11/1974,46,United States,180.34,90.26,Lion's Den,Light Heavyweight,11,11
/fighter/Teemu-Packalen-92415,Teemu Packalen,,22/05/1987,34,Finland,185.42,70.31,Finnfighters Gym,Lightweight,8,8
/fighter/Viscardi-Andrade-30298,Viscardi Andrade,,08/03/1984,37,Brazil,182.88,77.11,Gracie Fusion,Welterweight,22,22
/fighter/Khasan-Magomedsharipov-355565,Khasan Magomedsharipov,,06/10/2000,20,Russia,180.34,65.77,,Featherweight,6,6
/fighter/Isaiah-Chapman-58551,Isaiah Chapman,The Beast,06/11/1989,,United States,170.18,56.7,Rock Hard MMA,Flyweight,9,9
/fighter/Jarred-Brooks-174665,Jarred Brooks,The Monkey God,02/05/1993,28,United States,160.02,56.7,Mash Fight Team,Flyweight,16,16
/fighter/Marcin-Zywica-72846,Marcin Zywica,The Mauler,,,Poland,0.0,77.11,Arrachion Olsztyn,Welterweight,2,2
/fighter/Chase-Hooper-249301,Chase Hooper,The Dream,13/09/1999,21,United States,185.42,65.77,Combat Sport & Fitness,Featherweight,10,10
/fighter/Ronaldo-Souza-8394,Ronaldo Souza,Jacare,07/12/1979,41,Brazil,185.42,83.91,Fusion X-Cel,Middleweight,26,26
/fighter/Jesus-Castro-58055,Jesus Castro,Chucho,,,United States,167.64,61.23,,Bantamweight,0,0
/fighter/Jerome-S-Paye-100267,Jerome S. Paye,,,,Liberia,0.0,66.68,Synergy,Lightweight,2,2
/fighter/Alex-Munoz-207057,Alex Munoz,,27/02/1990,31,United States,175.26,70.31,Team Alpha Male,Lightweight,6,6
/fighter/Shane-Nelson-11262,Shane Nelson,Sugar,30/11/1983,37,United States,175.26,65.77,BJ Penn's MMA,Featherweight,16,16
/fighter/Collin-Anglin-280415,Collin Anglin,,20/02/1993,28,United States,175.26,65.77,Scorpion Fighting System,Featherweight,8,8
/fighter/Jesus-Martinez-55554,Jesus Martinez,Chavo,26/12/1983,37,United States,177.8,90.26,Semper Fi MMA,Light Heavyweight,11,11
/fighter/Jared-Gordon-74057,Jared Gordon,Flash,06/09/1988,32,United States,175.26,68.04,Renzo Gracie Jiu-Jitsu,Lightweight,17,17
/fighter/Gabriel-Green-195027,Gabriel Green,Gifted,02/05/1993,28,United States,177.8,77.11,Subfighter MMA,Welterweight,10,10
/fighter/Katlyn-Chookagian-119071,Katlyn Chookagian,Blonde Fighter,28/12/1988,32,United States,175.26,56.7,Team Renzo Gracie,Flyweight,16,16
/fighter/Christian-MPumbu-10555,Christian M'Pumbu,Everlasting,02/06/1977,44,Congo,187.96,86.64,MMA Factory,Light Heavyweight,21,21
/fighter/Tyler-Hamilton-267613,Tyler Hamilton,,,,United States,0.0,70.31,,Lightweight,1,1
/fighter/Kelvin-Doss-14638,Kelvin Doss,,,,United States,0.0,105.23,,Heavyweight,3,3
/fighter/Chris-Mierzwiak-43188,Chris Mierzwiak,College,14/02/1988,33,United States,185.42,77.11,Team Jorge Gurgel,Welterweight,5,5
/fighter/Gavin-Sterritt-31943,Gavin Sterritt,War Horse,27/08/1979,41,England,180.34,70.31,,Lightweight,6,6
/fighter/Yoshiyuki-Nakanishi-24234,Yoshiyuki Nakanishi,,17/04/1985,36,Japan,177.8,83.91,Tribe Tokyo MMA,Middleweight,16,16
/fighter/Ashkan-Morvari-30918,Ashkan Morvari,Smashkan,03/03/1978,43,United States,167.64,70.31,American Top Team Savage,Lightweight,15,15
/fighter/Anna-Elmose-162539,Anna Elmose,Panda,,,Denmark,0.0,61.23,Rumble Sports,Bantamweight,3,3
/fighter/Blaine-Shutt-98887,Blaine Shutt,The Shuttdown,27/04/1992,29,United States,170.18,61.23,Tech MMA,Bantamweight,8,8
/fighter/Sergey-Shemetov-10818,Sergey Shemetov,Siberian,14/12/1983,37,Russia,187.96,106.59,Shembros Academy,Heavyweight,10,10
/fighter/Senzo-Ikeda-88753,Senzo Ikeda,,04/09/1982,38,Japan,172.72,61.23,"<span class=""__cf_email__"" data-cfemail=""783e0a1d1d1c1715383702"">[email protected]</span>",Bantamweight,13,13
/fighter/Pedro-Carvalho-119051,Pedro Carvalho,The Game,08/06/1995,26,Portugal,180.34,65.77,SBG Ireland,Featherweight,11,11
/fighter/Hui-Qiang-Wu-199413,Hui Qiang Wu,,22/02/1992,29,China,167.64,56.7,Shunyuan Fight Club,Flyweight,0,0
/fighter/Kevin-Chung-188277,Kevin Chung,Oldboy,14/01/1993,28,United States,170.18,61.23,Leo Dalla Martial Arts,Bantamweight,5,5
/fighter/Dave-Blattman-117577,Dave Blattman,,15/03/1991,30,United States,0.0,58.97,,Bantamweight,1,1
/fighter/Urijah-Faber-8847,Urijah Faber,The California Kid,14/05/1979,42,United States,167.64,61.23,Team Alpha Male,Bantamweight,35,35
/fighter/Tian-Cheng-Zhao-350865,Tian Cheng Zhao,,,,China,0.0,56.7,,Flyweight,0,0
/fighter/Diego-Rivas-81835,Diego Rivas,Pitbull,11/11/1991,29,Chile,175.26,65.77,Elemental Dojo,Featherweight,7,7
/fighter/Igor-Subora-55487,Igor Subora,,03/06/1980,41,Ukraine,190.5,113.4,Fist Gym,Heavyweight,6,6
/fighter/Joe-Christopher-16014,Joe Christopher,Jitsu,,,United States,182.88,77.11,North Texas MMA,Welterweight,11,11
/fighter/Jamie-Pickett-72595,Jamie Pickett,The Nightwolf,29/08/1988,32,United States,185.42,83.91,The HitPit Martial Arts,Middleweight,11,11
/fighter/Kevin-Natividad-84807,Kevin Natividad,Quicksand,02/04/1993,28,United States,167.64,61.23,Arizona Combat Sports,Bantamweight,9,9
/fighter/Martin-Nguyen-96155,Martin Nguyen,The Situ-Asian,05/03/1989,32,Australia,172.72,65.77,Sanford MMA,Featherweight,13,13
/fighter/Adam-Maciejewski-12686,Adam Maciejewski,Maja,11/07/1980,41,Poland,185.42,113.85,Midwest Training Center,Heavyweight,13,13
/fighter/Keith-McCabe-144051,Keith McCabe,The Butcher,,,Ireland,182.88,77.11,Team Ryano MMA,Welterweight,3,3
/fighter/Victor-Jones-73267,Victor Jones,,31/08/1982,38,United States,0.0,65.77,American Kickboxing Academy,Featherweight,1,1
/fighter/Eric-Luke-41072,Eric Luke,,27/10/1984,36,United States,172.72,65.32,American Top Team,Featherweight,6,6
/fighter/Nazariy-Danylyuk-292369,Nazariy Danylyuk,,,,Ukraine,0.0,61.23,SKIF,Bantamweight,8,8
/fighter/Lucas-Martins-100031,Lucas Martins,Mineiro,11/11/1988,32,Brazil,182.88,65.77,Capital da Luta,Featherweight,20,20
/fighter/Tommy-Quinn-29689,Tommy Quinn,,,,Ireland,0.0,77.11,Sudden Impact Combat Club,Welterweight,7,7
/fighter/Shavkat-Rakhmonov-179185,Shavkat Rakhmonov,Nomad,23/10/1994,26,Kazakhstan,185.42,77.11,Kazakhstan Top Team,Welterweight,14,14
/fighter/Scott-Bessac-121,Scott Bessac,,,,United States,193.04,117.48,,Heavyweight,4,4
/fighter/Rudy-Aguilar-47621,Rudy Aguilar,,,,United States,0.0,101.15,,Heavyweight,0,0
/fighter/Chunbo-Yuan-69455,Chunbo Yuan,The Windmill from Hell,,,China,177.8,65.77,Longyun MMA Gym,Featherweight,7,7
/fighter/Ryan-Martinez-59376,Ryan Martinez,,27/08/1987,33,United States,180.34,119.75,Infinite MMA,Heavyweight,10,10
/fighter/Sergio-Rios-109655,Sergio Rios,Pichilinga,31/07/1988,33,Brazil,182.88,70.31,99 Jiu-Jitsu,Lightweight,8,8
